nama_course,kategori,level,price,jumlah_peserta,content_duration,level,title_clean,rating,num_reviews,benefit
CSS and CSS3 For Absolute Beginners,Web Development,beginner level,75,10890,5.0,Beginner,css and css3 for absolute beginners,4.226981,246.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
How to create HTML Forms,Web Development,beginner level,30,3652,0.6666666666666666,Beginner,how to create html forms,3.7020998,80.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
How To Make A Business Website In 1 Day With Wix FAST & EASY,Web Development,beginner level,20,3759,4.0,Beginner,how to make a business website in 1 day with wix fast & easy,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn JavaScript from scratch,Web Development,beginner level,20,4193,2.5,Beginner,learn javascript from scratch,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
WordPress for Beginners - Tutorial - From Novice to Know-How,Web Development,beginner level,20,3694,4.0,Beginner,wordpress for beginners - tutorial - from novice to know-how,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Shopping Cart Website from Scratch Ecommerce,Web Development,beginner level,200,633,4.0,Beginner,shopping cart website from scratch ecommerce,4.3138123,195.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Create An HTML5 Video Player From Scratch,Web Development,beginner level,0,32260,1.5,Beginner,create an html5 video player from scratch,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Web Development By Doing: HTML / CSS From Scratch,Web Development,beginner level,0,72932,1.0,Beginner,web development by doing: html / css from scratch,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Build Your First Website in 1 Week with HTML5 and CSS3,Web Development,beginner level,0,120291,3.0,Beginner,build your first website in 1 week with html5 and css3,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
"ASP.NET Core MVC, Quick and Practical",Web Development,intermediate level,20,387,2.5,Intermediate,"asp.net core mvc, quick and practical",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn HTML Fast and Easy!,Web Development,beginner level,20,4011,1.5,Beginner,learn html fast and easy!,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Ruby on Rails for Complete Beginners,Web Development,beginner level,35,4839,4.0,Beginner,ruby on rails for complete beginners,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Wordpress for Non-Technical People,Web Development,beginner level,150,2346,4.5,Beginner,wordpress for non-technical people,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Introductory JavaScript Made Easy Training Tutorial,Web Development,beginner level,20,9381,11.0,Beginner,introductory javascript made easy training tutorial,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Become a Heroku Rails Ninja: Expert Level Deployment Tools,Web Development,intermediate level,50,7090,8.5,Intermediate,become a heroku rails ninja: expert level deployment tools,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Complete RESPONSIVE Website Design with HTML5 & CSS3,Web Development,beginner level,20,2204,9.0,Beginner,complete responsive website design with html5 & css3,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Inspirational Web Development - A Beginner Approach -,Web Development,beginner level,20,5328,3.5,Beginner,inspirational web development - a beginner approach -,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
JavaScript Tutorial: Learn JavaScript Code for Beginners,Web Development,beginner level,20,2074,1.5,Beginner,javascript tutorial: learn javascript code for beginners,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
"Master Electron: Desktop Apps using HTML, JavaScript & CSS",Web Development,intermediate level,165,1902,5.5,Intermediate,"master electron: desktop apps using html, javascript & css",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
The Advanced Web Developer Course,Web Development,intermediate level,100,6890,10.5,Intermediate,the advanced web developer course,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
"The Complete JavaScript, HTML and CSS Tutorial For Beginners",Web Development,beginner level,35,244,3.0,Beginner,"the complete javascript, html and css tutorial for beginners",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Email Marketing: Send Unlimited Emails via Own Mail Server,Web Development,beginner level,35,3539,1.0,Beginner,email marketing: send unlimited emails via own mail server,4.575283,201.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Getting started with JavaScript,Web Development,beginner level,200,1415,1.5,Beginner,getting started with javascript,4.6305976,116.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn the basics of the Web development: Coding Tactics,Web Development,beginner level,40,2965,2.0,Beginner,learn the basics of the web development: coding tactics,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn AngularJS Step By Step,Web Development,intermediate level,20,18777,1.5,Intermediate,learn angularjs step by step,3.8898957,1348.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn React : The World's Most Lucrative JavaScript Library,Web Development,beginner level,50,1591,9.5,Beginner,learn react : the world's most lucrative javascript library,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Try AngularJS: Beginner's Guide to Front End Web Development,Web Development,beginner level,50,16926,4.5,Beginner,try angularjs: beginner's guide to front end web development,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Explore JavaScript Beginners Guide to Coding JavaScript,Web Development,beginner level,200,5739,2.5,Beginner,explore javascript beginners guide to coding javascript,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Getting Started with WordPress 2016,Web Development,beginner level,20,1613,1.0,Beginner,getting started with wordpress 2016,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Getting Started with LESS - Beginner Crash Course,Web Development,beginner level,25,1780,1.5,Beginner,getting started with less - beginner crash course,4.2871437,690.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn to Setup Websites from Scratch,Web Development,beginner level,0,21087,3.5,Beginner,learn to setup websites from scratch,4.456955,347.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
"Build Modern Websites Quick With HTML,CSS and Bootstrap",Web Development,beginner level,20,912,4.5,Beginner,"build modern websites quick with html,css and bootstrap",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
The Ultimate WordPress Boot Camp: Build 7 Websites,Web Development,intermediate level,125,1000,11.0,Intermediate,the ultimate wordpress boot camp: build 7 websites,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Master the Basics of HTML5 & CSS3: Beginner Web Development,Web Development,beginner level,0,26541,3.0,Beginner,master the basics of html5 & css3: beginner web development,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Projects In ReactJS - The Complete React Learning Course,Web Development,intermediate level,50,947,8.0,Intermediate,projects in reactjs - the complete react learning course,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Beginning Web development Learn the basics of HTML,Web Development,beginner level,95,9832,2.0,Beginner,beginning web development learn the basics of html,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Step by Step Build Your Template by Bootstrap 4 from scratch,Web Development,beginner level,80,2184,3.0,Beginner,step by step build your template by bootstrap 4 from scratch,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Hosting your static website on Amazon AWS S3 service,Web Development,beginner level,20,2853,1.5,Beginner,hosting your static website on amazon aws s3 service,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Spring Core DevOps on AWS,Web Development,intermediate level,100,1626,6.5,Intermediate,spring core devops on aws,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
How to Create a Website Without Coding - WordPress 2016,Web Development,beginner level,195,9056,1.5,Beginner,how to create a website without coding - wordpress 2016,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Introductory To HTML and CSS,Web Development,beginner level,50,4106,1.0,Beginner,introductory to html and css,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,Web Development,intermediate level,95,301,7.5,Intermediate,advanced wordpress topics: post types taxonomies & metaboxes,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Laravel Homestead,Web Development,beginner level,0,3883,1.0,Beginner,laravel homestead,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
The Complete TypeScript Programming Guide for Web Developers,Web Development,intermediate level,40,236,4.0,Intermediate,the complete typescript programming guide for web developers,4.105002,96.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
JavaScript with BackboneJS and Bootstrap CSS - Advanced,Web Development,intermediate level,25,1758,3.5,Intermediate,javascript with backbonejs and bootstrap css - advanced,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Build Websites from Scratch with Squarespace,Web Development,beginner level,50,342,3.5,Beginner,build websites from scratch with squarespace,3.9844162,130.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Introduction to web programming for GIS applications,Web Development,beginner level,100,205,13.5,Beginner,introduction to web programming for gis applications,4.288426,1524.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Java Spring Security,Web Development,intermediate level,40,527,2.5,Intermediate,java spring security,4.44367,1472.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
ReactJS Course: Learn JavaScript Library Used by Facebook&IG,Web Development,intermediate level,50,1018,3.0,Intermediate,reactjs course: learn javascript library used by facebook&ig,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Building a Ruby on Rails Application with Neo4j,Web Development,intermediate level,0,4830,0.5333333333333333,Intermediate,building a ruby on rails application with neo4j,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Sara Learns to Code.  Making an App from Scratch,Web Development,beginner level,60,402,4.0,Beginner,sara learns to code.  making an app from scratch,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Ajax  for Beginners: A Very Basic Introduction,Web Development,beginner level,65,755,2.0,Beginner,ajax  for beginners: a very basic introduction,4.043089,47.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Wordpress Essentials: Useful Plugins,Web Development,beginner level,25,1087,1.0,Beginner,wordpress essentials: useful plugins,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Django by Example,Web Development,expert level,125,170,9.0,Expert,django by example,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Mastering TypeScript,Web Development,expert level,95,353,3.0,Expert,mastering typescript,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Mastering AngularJS UI Development,Web Development,expert level,95,464,1.5,Expert,mastering angularjs ui development,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Custom Theme Creation for WordPress using HTML5 and CSS3,Web Development,beginner level,35,298,1.5,Beginner,custom theme creation for wordpress using html5 and css3,4.141565,56.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
HTML Made Simple For Beginners: Create a One Page Website,Web Development,beginner level,65,3380,2.0,Beginner,html made simple for beginners: create a one page website,4.3104405,61.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Website Builder Software Previews,Web Development,beginner level,25,1406,1.0,Beginner,website builder software previews,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
JavaScript manipulation of the DOM Document Object Model,Web Development,beginner level,20,1618,1.5,Beginner,javascript manipulation of the dom document object model,4.403382,159.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Create Jekyll blog and host it on Github like a Ninja,Web Development,beginner level,20,5056,2.0,Beginner,create jekyll blog and host it on github like a ninja,3.5087073,87.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn React JS from scratch,Web Development,beginner level,115,1562,4.0,Beginner,learn react js from scratch,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
PHP for Beginners,Web Development,beginner level,40,2626,6.0,Beginner,php for beginners,4.595669,3925.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Build a Website in 30 Minutes,Web Development,beginner level,95,5065,0.5333333333333333,Beginner,build a website in 30 minutes,3.7300272,185.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Google Blogger : How to Create a Blog,Web Development,beginner level,20,1763,2.0,Beginner,google blogger : how to create a blog,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn WCF And Web APIs From Scratch,Web Development,intermediate level,50,5398,10.5,Intermediate,learn wcf and web apis from scratch,4.586225,3123.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
How To Build A Facebook Messenger Chat Bot From Scratch,Web Development,beginner level,120,1798,1.5,Beginner,how to build a facebook messenger chat bot from scratch,3.5285387,77.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
The Complete WordPress Development & Customization Course,Web Development,expert level,100,1611,12.5,Expert,the complete wordpress development & customization course,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
HTML CSS Easy steps to create a web template from scratch,Web Development,beginner level,200,11574,1.0,Beginner,html css easy steps to create a web template from scratch,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn jQuery AJAX in 1 hour,Web Development,intermediate level,195,2547,1.0,Intermediate,learn jquery ajax in 1 hour,3.7114236,228.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Get to know HTML Learn HTML Basics,Web Development,beginner level,200,10674,2.0,Beginner,get to know html learn html basics,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Build a website HTML5 CSS3 Beginner Course,Web Development,beginner level,150,7884,2.0,Beginner,build a website html5 css3 beginner course,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
jQuery For Beginners : A Basic Introduction,Web Development,beginner level,65,6293,1.0,Beginner,jquery for beginners : a basic introduction,4.241395,207.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
WordPress Plugins and Widgets,Web Development,beginner level,40,8711,1.0,Beginner,wordpress plugins and widgets,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
PHP Essential How to create build Amazing websites with PHP,Web Development,beginner level,75,8067,3.5,Beginner,php essential how to create build amazing websites with php,4.1312313,99.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Bootstrap 3 Beginners: Create a Professional Landing Page,Web Development,beginner level,20,3271,2.5,Beginner,bootstrap 3 beginners: create a professional landing page,4.7237,339.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Introduction to Node.js for Beginners,Web Development,beginner level,125,1367,6.0,Beginner,introduction to node.js for beginners,4.2124815,57.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Introduction to Coding with Ruby,Web Development,beginner level,45,5077,3.5,Beginner,introduction to coding with ruby,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Angular JS Essentials,Web Development,beginner level,195,4687,4.0,Beginner,angular js essentials,4.4858627,122.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
How To Setup Web Hosting,Web Development,beginner level,0,11758,1.0,Beginner,how to setup web hosting,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
"Web Application Development using Redis, Express, and Socket",Web Development,beginner level,200,300,6.0,Beginner,"web application development using redis, express, and socket",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
How to Start a WordPress Blog - Complete Beginners Guide!,Web Development,beginner level,0,3784,2.0,Beginner,how to start a wordpress blog - complete beginners guide!,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn ASP NET MVC 5 step by step,Web Development,intermediate level,20,1428,3.0,Intermediate,learn asp net mvc 5 step by step,4.3902087,305.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Tumult Hype Pro Basics: HTML5 Animations Made Easier,Web Development,beginner level,50,716,4.0,Beginner,tumult hype pro basics: html5 animations made easier,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Web Hosting Set Up and WordPress Installation For Beginners,Web Development,beginner level,0,12563,0.5666666666666667,Beginner,web hosting set up and wordpress installation for beginners,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Ruby on Rails 4---A Test-Driven Approach,Web Development,beginner level,100,1518,19.0,Beginner,ruby on rails 4---a test-driven approach,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Let's JavaScript!  Code a calculator,Web Development,beginner level,35,380,2.0,Beginner,let's javascript!  code a calculator,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
WordPress Theme Academy with Bootstrap,Web Development,intermediate level,20,1169,7.5,Intermediate,wordpress theme academy with bootstrap,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Building a eCommerce Startup in 4 Hours [Livestream],Web Development,beginner level,50,1114,3.0,Beginner,building a ecommerce startup in 4 hours [livestream],4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
A-Frame WebVR Programming Tutorial Series (Virtual Reality),Web Development,beginner level,40,6648,1.5,Beginner,a-frame webvr programming tutorial series (virtual reality),4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
HTML Web Development Crash Course,Web Development,beginner level,20,4848,1.5,Beginner,html web development crash course,4.8170376,403.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Web Design HTML CSS How to Create a Website from Scratch,Web Development,beginner level,50,3601,2.0,Beginner,web design html css how to create a website from scratch,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
CSS3 for beginners,Web Development,beginner level,195,3831,1.5,Beginner,css3 for beginners,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Javascript for beginners,Web Development,beginner level,75,2071,1.5,Beginner,javascript for beginners,3.7330484,173.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Javascript for beginners,Web Development,beginner level,75,2071,1.5,Beginner,javascript for beginners,4.5091214,142.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,Web Development,beginner level,0,8770,0.5333333333333333,Beginner,how to set up a self-hosted wordpress website in 30 minutes,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn HTML - The programming language to build a webpage!,Web Development,beginner level,25,1655,1.0,Beginner,learn html - the programming language to build a webpage!,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn To Program JavaScript (in ten easy steps),Web Development,beginner level,75,2721,5.5,Beginner,learn to program javascript (in ten easy steps),4.4213657,189.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Introduction to CSS Development,Web Development,beginner level,0,15493,2.0,Beginner,introduction to css development,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Beginning Oracle WebLogic for Administrators,Web Development,beginner level,0,9786,0.7,Beginner,beginning oracle weblogic for administrators,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Build an HTML5 and CSS3 Website in 35 Minutes,Web Development,beginner level,20,1904,0.7,Beginner,build an html5 and css3 website in 35 minutes,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Angular 2 Routing: Up And Running,Web Development,intermediate level,0,3357,0.6166666666666667,Intermediate,angular 2 routing: up and running,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
1 hour jQuery,Web Development,beginner level,100,5456,1.0,Beginner,1 hour jquery,3.908804,932.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn SASS: from beginner to expert,Web Development,beginner level,20,1734,1.0,Beginner,learn sass: from beginner to expert,3.298171,47.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
The complete HTML5 course,Web Development,beginner level,20,3461,1.5,Beginner,the complete html5 course,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Create a Responsive Website with Bootstrap 3,Web Development,intermediate level,50,4076,3.0,Intermediate,create a responsive website with bootstrap 3,4.053195,49.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Complete Guide to Front-End Web Development and Design,Web Development,beginner level,200,1119,16.5,Beginner,complete guide to front-end web development and design,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
MongooseJS Essentials - Learn MongoDB for Node.js,Web Development,beginner level,0,21682,0.7333333333333333,Beginner,mongoosejs essentials - learn mongodb for node.js,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn Redis from Scratch,Web Development,intermediate level,40,553,3.0,Intermediate,learn redis from scratch,4.6741314,886.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn Ajax and jquery with PHP,Web Development,beginner level,20,2964,1.5,Beginner,learn ajax and jquery with php,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
DesktopServer : Install WordPress Locally  - Work Anywhere!,Web Development,beginner level,65,1640,2.0,Beginner,desktopserver : install wordpress locally  - work anywhere!,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Mastering CSS,Web Development,expert level,95,1815,5.0,Expert,mastering css,4.802688,53.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
The Complete Wordpress Theme Development Guide,Web Development,beginner level,25,1011,2.0,Beginner,the complete wordpress theme development guide,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn Jquery from Scratch 2-Hour Training ,Web Development,beginner level,20,5318,1.5,Beginner,learn jquery from scratch 2-hour training,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Basic HTML CSS and Web Design,Web Development,beginner level,30,4030,9.0,Beginner,basic html css and web design,4.328051,147.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn by Example : ReactJS,Web Development,beginner level,50,1496,7.5,Beginner,learn by example : reactjs,4.4956775,147.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
React.js Quickly: Developing Scalable Web User Interfaces,Web Development,intermediate level,50,4447,4.0,Intermediate,react.js quickly: developing scalable web user interfaces,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Kids Coding - Beginner HTML,Web Development,beginner level,20,6628,1.0,Beginner,kids coding - beginner html,4.4365225,245.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn PHP from scratch!!,Web Development,beginner level,25,1908,1.5,Beginner,learn php from scratch!!,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
JavaScript for beginners with live examples,Web Development,beginner level,195,4587,4.0,Beginner,javascript for beginners with live examples,4.2846713,176.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Laravel(5.2) PHP Framework  Jump Start for beginners,Web Development,beginner level,20,3898,3.0,Beginner,laravel(5.2) php framework  jump start for beginners,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Javascript Specialist,Web Development,beginner level,200,408,8.0,Beginner,javascript specialist,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
JavaScript Intro to learning JavaScript web programming,Web Development,beginner level,20,17554,1.5,Beginner,javascript intro to learning javascript web programming,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Crash Course: Fundamentals Of HTML & CSS From Scratch.,Web Development,beginner level,20,7368,2.0,Beginner,crash course: fundamentals of html & css from scratch.,4.6267605,396.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
VueJS V1 Introduction to VueJS JavaScript Framework,Web Development,beginner level,200,3632,2.0,Beginner,vuejs v1 introduction to vuejs javascript framework,3.844027,82.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
HTML CSS: Essential steps to learn HTML CSS,Web Development,beginner level,145,10576,2.5,Beginner,html css: essential steps to learn html css,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn HTML 5 in 1 hour,Web Development,beginner level,100,11643,1.0,Beginner,learn html 5 in 1 hour,4.526642,322.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Parse Server: From Front End to Full Stack,Web Development,intermediate level,200,1130,6.0,Intermediate,parse server: from front end to full stack,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Coding for Entrepreneurs Basic,Web Development,beginner level,0,161029,3.5,Beginner,coding for entrepreneurs basic,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Build a Business or Personal Website Using Wordpress,Web Development,beginner level,200,1069,4.5,Beginner,build a business or personal website using wordpress,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn By Example: PHP For Dynamic Websites,Web Development,beginner level,50,1439,13.0,Beginner,learn by example: php for dynamic websites,3.6982355,46.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn ReactJS: Code Like A Facebook Developer,Web Development,intermediate level,20,1948,5.0,Intermediate,learn reactjs: code like a facebook developer,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Joomla for Beginners - Learn how to build a website with CMS,Web Development,beginner level,95,583,3.5,Beginner,joomla for beginners - learn how to build a website with cms,4.0458984,58.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Learn How To Build a Web Application Without Coding,Web Development,beginner level,0,9364,0.5333333333333333,Beginner,learn how to build a web application without coding,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Mastering JavaScript,Web Development,expert level,95,694,4.0,Expert,mastering javascript,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Basic JavaScript: Build 4 Basic JavaScript Projects,Web Development,beginner level,40,670,4.5,Beginner,basic javascript: build 4 basic javascript projects,4.412509,78.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
HTML and CSS for Beginning Web Developers,Web Development,beginner level,100,1606,9.0,Beginner,html and css for beginning web developers,4.0760055,48.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Popular JavaScript Framework:Learn The Language Of Angular 2,Web Development,beginner level,200,260,11.0,Beginner,popular javascript framework:learn the language of angular 2,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
JSON Crash Course for Beginners,Web Development,beginner level,45,3323,0.6333333333333333,Beginner,json crash course for beginners,4.195082,174.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Web Design How to Create a Website HTML CSS Bootstrap,Web Development,beginner level,75,5263,2.0,Beginner,web design how to create a website html css bootstrap,3.971117,56.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
How to Launch Your Own Website Builder Service,Web Development,beginner level,20,9028,1.5,Beginner,how to launch your own website builder service,4.0003023,114.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Getting Started with HTML,Web Development,beginner level,40,7375,1.5,Beginner,getting started with html,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
Essentials of JavaScript Practice Coding Exercises Tips,Web Development,beginner level,80,28125,2.0,Beginner,essentials of javascript practice coding exercises tips,3.897299,162.0,Meningkatkan pengetahuan dan keterampilan di bidang Web Development
